annee,type_produit,nom_produit,quantite,prix,vecteur_id,country,annee_str,client,prix_total
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,2508,45018.6,29,Norvège,2024,29,45018.6
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,3888,72669.6,29,Norvège,2025,29,72669.6
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,180,4500.0,29,Norvège,2024,29,4500.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,29,Norvège,2025,29,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,36,646.2,30,France,2024,30,646.2
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,30,France,2025,30,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,31,non renseigné,2024,31,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,1,40.83,31,non renseigné,2025,31,40.83
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,31,non renseigné,2024,31,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,1,57.5,31,non renseigné,2025,31,57.5
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,31,non renseigné,2024,31,0.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",1,99.17,31,non renseigné,2025,31,99.17
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,31,non renseigné,2024,31,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,1,65.83,31,non renseigné,2025,31,65.83
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,31,non renseigné,2024,31,0.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,1,29.17,31,non renseigné,2025,31,29.17
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,31,non renseigné,2024,31,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",1,82.5,31,non renseigné,2025,31,82.5
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,9,292.5,32,non renseigné,2024,32,292.5
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,32,non renseigné,2025,32,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,3,147.5,32,non renseigné,2024,32,147.5
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,32,non renseigné,2025,32,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",5,454.17,32,non renseigné,2024,32,454.17
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,32,non renseigné,2025,32,0.0
2024,DIVERS,Visite à 60€ TTC / personne,0,300.0,32,non renseigné,2024,32,300.0
2025,DIVERS,Visite à 60€ TTC / personne,0,0.0,32,non renseigné,2025,32,0.0
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,1,20.83,32,non renseigné,2024,32,20.83
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,32,non renseigné,2025,32,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,33,non renseigné,2024,33,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,84,2030.0,33,non renseigné,2025,33,2030.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,34,non renseigné,2024,34,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,2,81.67,34,non renseigné,2025,34,81.67
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,34,non renseigné,2024,34,0.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",1,99.17,34,non renseigné,2025,34,99.17
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,34,non renseigné,2024,34,0.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,1,29.17,34,non renseigné,2025,34,29.17
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,34,non renseigné,2024,34,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",2,165.0,34,non renseigné,2025,34,165.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,35,non renseigné,2024,35,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,240,4548.0,35,non renseigné,2025,35,4548.0
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,35,non renseigné,2024,35,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,120,3234.0,35,non renseigné,2025,35,3234.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,35,non renseigné,2024,35,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,120,3234.0,35,non renseigné,2025,35,3234.0
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,35,non renseigné,2024,35,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,60,2397.0,35,non renseigné,2025,35,2397.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,0,0.0,36,non renseigné,2024,36,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,12,509.85,36,non renseigné,2025,36,509.85
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,0,0.0,36,non renseigné,2024,36,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,8,379.95,36,non renseigné,2025,36,379.95
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,242,4308.0,36,non renseigné,2024,36,4308.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,240,4548.0,36,non renseigné,2025,36,4548.0
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,36,non renseigné,2024,36,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,60,1617.0,36,non renseigné,2025,36,1617.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,36,non renseigné,2024,36,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,60,1617.0,36,non renseigné,2025,36,1617.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,122,3000.0,36,non renseigné,2024,36,3000.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,36,non renseigné,2025,36,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",48,2640.0,36,non renseigné,2024,36,2640.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",36,1978.2,36,non renseigné,2025,36,1978.2
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,36,non renseigné,2024,36,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,60,2397.0,36,non renseigné,2025,36,2397.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,120,4560.0,36,non renseigné,2024,36,4560.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,36,non renseigné,2025,36,0.0
2024,CHAMPAGNE,Rosé de Saignée (SSA) (Conv.Bio) Brut Nature 750 mL CRD,2,0.0,36,non renseigné,2024,36,0.0
2025,CHAMPAGNE,Rosé de Saignée (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,36,non renseigné,2025,36,0.0
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,24,360.0,36,non renseigné,2024,36,360.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,36,574.2,36,non renseigné,2025,36,574.2
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,36,non renseigné,2024,36,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",24,1078.8,36,non renseigné,2025,36,1078.8
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,36,non renseigné,2024,36,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",24,1078.8,36,non renseigné,2025,36,1078.8
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",24,960.0,36,non renseigné,2024,36,960.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,36,non renseigné,2025,36,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,37,non renseigné,2024,37,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,12,269.7,37,non renseigné,2025,37,269.7
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,37,non renseigné,2024,37,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,12,227.4,37,non renseigné,2025,37,227.4
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,37,non renseigné,2024,37,0.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",12,659.4,37,non renseigné,2025,37,659.4
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,37,non renseigné,2024,37,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,18,719.1,37,non renseigné,2025,37,719.1
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,38,non renseigné,2024,38,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,14,265.3,38,non renseigné,2025,38,265.3
2024,CHAMPAGNE,Blanc Assemblage WIMBLEDON (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,38,non renseigné,2024,38,0.0
2025,CHAMPAGNE,Blanc Assemblage WIMBLEDON (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,4,81.8,38,non renseigné,2025,38,81.8
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,38,non renseigné,2024,38,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,2,53.9,38,non renseigné,2025,38,53.9
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,38,non renseigné,2024,38,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,2,53.9,38,non renseigné,2025,38,53.9
2024,CHAMPAGNE,Paradoxe,0,0.0,38,non renseigné,2024,38,0.0
2025,CHAMPAGNE,Paradoxe,7,158.7,38,non renseigné,2025,38,158.7
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,38,non renseigné,2024,38,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,1,39.95,38,non renseigné,2025,38,39.95
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,18,361.8,39,non renseigné,2024,39,361.8
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,39,non renseigné,2025,39,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,12,215.4,40,non renseigné,2024,40,215.4
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,40,non renseigné,2025,40,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,6,245.0,41,non renseigné,2024,41,245.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,41,non renseigné,2025,41,0.0
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,42,non renseigné,2024,42,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,6,345.0,42,non renseigné,2025,42,345.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,42,non renseigné,2024,42,0.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",6,595.0,42,non renseigné,2025,42,595.0
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,42,non renseigné,2024,42,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,6,395.0,42,non renseigné,2025,42,395.0
2024,DIVERS,Taxe Assurance,0,0.0,42,non renseigné,2024,42,0.0
2025,DIVERS,Taxe Assurance,0,37.2,42,non renseigné,2025,42,37.2
2024,DIVERS,Taxe Trump,0,0.0,42,non renseigné,2024,42,0.0
2025,DIVERS,Taxe Trump,0,186.0,42,non renseigné,2025,42,186.0
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,42,non renseigné,2024,42,0.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,6,175.0,42,non renseigné,2025,42,175.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,18,378.0,43,non renseigné,2024,43,378.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,0,0.0,43,non renseigné,2025,43,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,66,1184.7,43,non renseigné,2024,43,1184.7
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,43,non renseigné,2025,43,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,12,300.0,43,non renseigné,2024,43,300.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,43,non renseigné,2025,43,0.0
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,6,90.0,43,non renseigné,2024,43,90.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,43,non renseigné,2025,43,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,44,non renseigné,2024,44,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,24,454.8,44,non renseigné,2025,44,454.8
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,44,non renseigné,2024,44,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,12,323.4,44,non renseigné,2025,44,323.4
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,44,non renseigné,2024,44,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,12,479.4,44,non renseigné,2025,44,479.4
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,44,non renseigné,2024,44,0.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,12,191.4,44,non renseigné,2025,44,191.4
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,44,non renseigné,2024,44,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",6,269.7,44,non renseigné,2025,44,269.7
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,8,349.0,45,non renseigné,2024,45,349.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,8,379.95,45,non renseigné,2025,45,379.95
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,12,215.4,45,non renseigné,2024,45,215.4
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,45,non renseigné,2025,45,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,6,150.0,45,non renseigné,2024,45,150.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,45,non renseigné,2025,45,0.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",1,0.0,45,non renseigné,2024,45,0.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",0,0.0,45,non renseigné,2025,45,0.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,3,114.0,45,non renseigné,2024,45,114.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,45,non renseigné,2025,45,0.0
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,3,45.0,45,non renseigné,2024,45,45.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,0,0.0,45,non renseigné,2025,45,0.0
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",1,40.0,45,non renseigné,2024,45,40.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",0,0.0,45,non renseigné,2025,45,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,46,non renseigné,2024,46,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,18,341.1,46,non renseigné,2025,46,341.1
2024,CHAMPAGNE,Paradoxe,0,0.0,46,non renseigné,2024,46,0.0
2025,CHAMPAGNE,Paradoxe,18,395.1,46,non renseigné,2025,46,395.1
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,150,3150.0,47,non renseigné,2024,47,3150.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 1500 mL CRD,36,809.1,47,non renseigné,2025,47,809.1
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,0,0.0,47,non renseigné,2024,47,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 3000 mL CRD,20,849.75,47,non renseigné,2025,47,849.75
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,0,0.0,47,non renseigné,2024,47,0.0
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 6000 mL CRD,16,759.9,47,non renseigné,2025,47,759.9
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,673,11972.65,47,non renseigné,2024,47,11972.65
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,600,10119.3,47,non renseigné,2025,47,10119.3
2024,CHAMPAGNE,Blanc Assemblage WIMBLEDON (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,47,non renseigné,2024,47,0.0
2025,CHAMPAGNE,Blanc Assemblage WIMBLEDON (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,60,1227.0,47,non renseigné,2025,47,1227.0
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,47,non renseigné,2024,47,0.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Bio) Brut Nature 750 mL CRD,78,2102.1,47,non renseigné,2025,47,2102.1
2024,CHAMPAGNE,Blanc de Chardonnay (SSA) (Conv.Bio) Extra-Brut 750 mL CRD,24,600.0,47,non renseigné,2024,47,600.0
2025,CHAMPAGNE,Blanc de Chardonnay (SSA) (Conv.Bio) Extra-Brut 750 mL CRD,0,0.0,47,non renseigné,2025,47,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,47,non renseigné,2024,47,0.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Bio) Brut Nature 750 mL CRD,18,485.1,47,non renseigné,2025,47,485.1
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,104,2525.0,47,non renseigné,2024,47,2525.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,24,600.0,47,non renseigné,2025,47,600.0
2024,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",50,2695.0,47,non renseigné,2024,47,2695.0
2025,CHAMPAGNE,"Eurêka ! ""Méthode Nature""(SSA)  Brut Nature 750 ml / CRD",60,3297.0,47,non renseigné,2025,47,3297.0
2024,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,0,0.0,47,non renseigné,2024,47,0.0
2025,CHAMPAGNE,Rosé ! (SSA) (Bio) Brut Nature 750 mL CRD,6,239.7,47,non renseigné,2025,47,239.7
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,26,912.0,47,non renseigné,2024,47,912.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,1,38.0,47,non renseigné,2025,47,38.0
2024,DIVERS,Palette,0,0.0,47,non renseigné,2024,47,0.0
2025,DIVERS,Palette,0,0.0,47,non renseigné,2025,47,0.0
2024,GOODIES,"Pancarte ""Eurêka""",0,0.0,47,non renseigné,2024,47,0.0
2025,GOODIES,"Pancarte ""Eurêka""",0,0.0,47,non renseigné,2025,47,0.0
2024,RATAFIA,Ratafia Soléra (SSA) 700 mL,92,1350.0,47,non renseigné,2024,47,1350.0
2025,RATAFIA,Ratafia Soléra (SSA) 700 mL,45,717.75,47,non renseigné,2025,47,717.75
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",2,0.0,47,non renseigné,2024,47,0.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Blanc (SSA) (Bio) ""Méthode Nature"" 750 mL CRD",3,134.85,47,non renseigné,2025,47,134.85
2024,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",18,720.0,47,non renseigné,2024,47,720.0
2025,VINS COTEAUX CHAMPENOIS,"Coteaux Champenois Rouge (SSA) (Conv.Bio) ""Méthode Nature"" 750 mL CRD",-7,-280.0,47,non renseigné,2025,47,-280.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,2,35.9,48,France,2024,48,35.9
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,48,France,2025,48,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,1,25.0,48,France,2024,48,25.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,48,France,2025,48,0.0
2024,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,18,323.1,49,non renseigné,2024,49,323.1
2025,CHAMPAGNE,Blanc Assemblage (SSA) (Viti Raisonnée) Brut Nature 750 mL CRD,0,0.0,49,non renseigné,2025,49,0.0
2024,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,18,450.0,49,non renseigné,2024,49,450.0
2025,CHAMPAGNE,Blanc de Meunier (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,49,non renseigné,2025,49,0.0
2024,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,6,228.0,49,non renseigné,2024,49,228.0
2025,CHAMPAGNE,Rosé ! (SSA) (Conv.Bio) Brut Nature 750 mL CRD,0,0.0,49,non renseigné,2025,49,0.0
2024,DIVERS,Visite à 30€ TTC / personne,0,25.0,50,non renseigné,2024,50,25.0
2025,DIVERS,Visite à 30€ TTC / personne,0,0.0,50,non renseigné,2025,50,0.0
2024,DIVERS,Visite à 60€ TTC / personne,0,300.0,50,non renseigné,2024,50,300.0
2025,DIVERS,Visite à 60€ TTC / personne,0,0.0,50,non renseigné,2025,50,0.0
